snapshot_id,node_id,label,depth,n,k,observed_sep,site_null_p50,site_null_p95,q_site,site_reach_pct,site_accept_pct,defl_dims,defl_null_p50,defl_null_p95,q_deflated,defl_reach_pct,defl_accept_pct,cert_site_p95,cert_deflated_p95,trunk_member,feasibility,reps
"20260908_100450_Headless_Run_Auto_ge","n00000011","Math",1,960,2,0.046551,0.040497,0.043712,0.0000,100.0,100.0,1,0.029489,0.031641,0.0000,100.0,100.0,true,true,true,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000006","Chemistry",1,939,2,0.053737,0.051827,0.057276,0.2633,100.0,100.0,1,0.035270,0.038077,0.0000,100.0,100.0,false,true,false,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000012","Physics",1,832,2,0.035696,0.037607,0.041799,0.8933,100.0,100.0,1,0.035568,0.038400,0.4667,100.0,100.0,false,false,false,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000003","Law",1,730,2,0.068919,0.066930,0.092500,0.4633,100.0,100.0,1,0.041695,0.046605,0.0100,100.0,100.0,false,true,false,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000002","Business",1,663,2,0.036101,0.034482,0.037463,0.1667,100.0,100.0,1,0.029966,0.032431,0.0000,100.0,100.0,false,true,false,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000015","Engineering",1,617,2,0.080462,0.059360,0.065650,0.0033,100.0,100.0,1,0.031066,0.034369,0.0000,100.0,100.0,true,true,true,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000004","Psychology",1,601,2,0.033935,0.032477,0.035425,0.1833,100.0,100.0,1,0.027201,0.029569,0.0000,100.0,95.0,false,true,false,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000005","Biology",1,572,2,0.028726,0.036257,0.039692,1.0000,100.0,100.0,1,0.025983,0.028454,0.0233,100.0,76.0,false,true,false,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000009","Health",1,548,2,0.031141,0.031696,0.034651,0.6267,100.0,100.0,1,0.029577,0.032371,0.1567,100.0,100.0,false,false,false,OK,300
"20260908_100450_Headless_Run_Auto_ge","n00000010","Economics",1,537,2,0.044786,0.041558,0.045699,0.1000,100.0,100.0,1,0.032792,0.035660,0.0000,100.0,100.0,false,true,false,OK,300
