question_id,domain,ll_T,ll_B,ll_P,dB,dP,dBP,top1_T,top1_B,top1_P,affected_B,affected_P
2041,Psychology,388.89251152,388.89174796,388.89251152,-0.000763560000052621,0.0,-0.000763560000052621,n00000215,n00000215,n00000215,1,0
2048,Psychology,382.15592441,382.47801832,382.15592441,0.3220939099999782,0.0,0.3220939099999782,n00000215,n00000222,n00000215,1,0
2053,Psychology,390.91896926,389.26401796,390.91896926,-1.6549512999999934,0.0,-1.6549512999999934,n00000143,n00000143,n00000143,1,0
2056,Psychology,384.36738977,384.36739045,384.36175133,6.800000278417428e-07,-0.005638439999984257,0.005639120000012099,n00000040,n00000040,n00000040,1,1
2057,Psychology,397.24039946,397.23584962,397.24039946,-0.0045498399999814865,0.0,-0.0045498399999814865,n00000142,n00000142,n00000142,1,0
2059,Psychology,387.85645226,387.85223113,387.85645226,-0.004221130000019002,0.0,-0.004221130000019002,n00000216,n00000216,n00000216,1,0
2061,Psychology,387.52011522,387.7786525,387.52011522,0.2585372800000414,0.0,0.2585372800000414,n00000222,n00000222,n00000222,1,0
2062,Psychology,380.29542923,380.30740233,380.29542924,0.011973099999977421,9.999951089412207e-09,0.011973090000026332,n00000222,n00000222,n00000222,1,1
2063,Psychology,382.57582312,382.57377748,382.57582312,-0.002045640000005733,0.0,-0.002045640000005733,n00000216,n00000216,n00000216,1,0
2064,Psychology,386.31944344,386.31944344,386.31944344,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
2065,Psychology,381.23899384,381.29257651,381.23899384,0.0535826700000257,0.0,0.0535826700000257,n00000218,n00000218,n00000218,1,0
2067,Psychology,382.613785,382.61377329,382.613785,-1.1710000023867906e-05,0.0,-1.1710000023867906e-05,n00000218,n00000218,n00000218,1,0
2068,Psychology,383.14480503,383.14466223,383.14480503,-0.00014279999999189386,0.0,-0.00014279999999189386,n00000217,n00000217,n00000217,1,0
2069,Psychology,395.69687983,395.69687981,395.69687922,-2.0000015865662135e-08,-6.099999723119254e-07,5.899999564462632e-07,n00000217,n00000217,n00000217,1,1
2073,Psychology,397.03972871,397.03972871,397.03972871,0.0,0.0,0.0,n00000218,n00000218,n00000218,0,0
2075,Psychology,387.70523222,387.72933705,387.70523222,0.024104829999998856,0.0,0.024104829999998856,n00000222,n00000222,n00000222,1,0
2076,Psychology,399.55890437,399.55890433,399.55890437,-3.999997488790541e-08,0.0,-3.999997488790541e-08,n00000196,n00000196,n00000196,1,0
2079,Psychology,381.14009992,381.22881455,381.14009974,0.08871462999996993,-1.800000291041215e-07,0.08871480999999903,n00000219,n00000219,n00000219,1,1
2082,Psychology,379.86879965,379.86077797,379.86879965,-0.00802168000001302,0.0,-0.00802168000001302,n00000215,n00000215,n00000215,1,0
2088,Psychology,384.28387334,384.84963933,384.28387334,0.5657659899999885,0.0,0.5657659899999885,n00000218,n00000218,n00000218,1,0
2101,Psychology,383.1269802,383.18545814,383.12698999,0.05847793999998885,9.79000003553665e-06,0.05846814999995331,n00000222,n00000222,n00000222,1,1
2109,Psychology,383.61945575,383.61932653,383.61945575,-0.00012921999996251543,0.0,-0.00012921999996251543,n00000161,n00000161,n00000161,1,0
2111,Psychology,383.90512633,383.90499954,383.90511416,-0.00012678999996751372,-1.2169999990874203e-05,-0.00011461999997663952,n00000104,n00000104,n00000104,1,1
2112,Psychology,393.90879182,393.94255805,393.90879182,0.0337662300000261,0.0,0.0337662300000261,n00000222,n00000222,n00000222,1,0
2113,Psychology,388.73923193,388.7328503,388.73923193,-0.006381630000021232,0.0,-0.006381630000021232,n00000215,n00000215,n00000215,1,0
2114,Psychology,378.35065308,378.34981102,378.35065308,-0.0008420599999681144,0.0,-0.0008420599999681144,n00000216,n00000216,n00000216,1,0
2115,Psychology,382.69277308,382.70563319,382.69277484,0.012860110000019631,1.7600000319362152e-06,0.012858349999987695,n00000222,n00000222,n00000222,1,1
2117,Psychology,397.49617742,397.50253147,397.49617742,0.0063540500000272004,0.0,0.0063540500000272004,n00000222,n00000222,n00000222,1,0
2123,Psychology,394.17524055,394.18796031,394.17524055,0.012719759999981761,0.0,0.012719759999981761,n00000222,n00000222,n00000222,1,0
2124,Psychology,384.28740899,384.27448974,384.28740899,-0.012919250000038573,0.0,-0.012919250000038573,n00000221,n00000221,n00000221,1,0
2127,Psychology,389.65791577,389.65676367,389.65791577,-0.0011521000000129789,0.0,-0.0011521000000129789,n00000215,n00000215,n00000215,1,0
2135,Psychology,390.58721936,390.587219,390.58721375,-3.6000000136482413e-07,-5.610000016531558e-06,5.250000015166734e-06,n00000217,n00000217,n00000217,1,1
2148,Psychology,395.84495524,395.84280783,395.84495524,-0.0021474099999636564,0.0,-0.0021474099999636564,n00000221,n00000221,n00000221,1,0
2152,Psychology,387.60947891,387.60782489,387.60947891,-0.0016540199999894867,0.0,-0.0016540199999894867,n00000215,n00000215,n00000215,1,0
2157,Psychology,382.07795785,382.54511647,382.07795785,0.4671586199999638,0.0,0.4671586199999638,n00000218,n00000218,n00000218,1,0
2170,Psychology,384.8424656,384.8424656,384.8424656,0.0,0.0,0.0,n00000083,n00000083,n00000083,0,0
2175,Psychology,388.67260815,388.67260815,388.67260815,0.0,0.0,0.0,n00000082,n00000082,n00000082,0,0
2184,Psychology,368.94611179,368.97540033,368.94464668,0.029288540000038665,-0.001465109999969627,0.030753650000008292,n00000184,n00000184,n00000184,1,1
2188,Psychology,397.20426374,397.20593265,397.20426374,0.0016689100000348844,0.0,0.0016689100000348844,n00000222,n00000222,n00000222,1,0
2191,Psychology,398.02414635,398.02405361,398.02414635,-9.274000001369131e-05,0.0,-9.274000001369131e-05,n00000215,n00000215,n00000215,1,0
2192,Psychology,382.51513927,382.51513928,382.50528312,1.0000007932831068e-08,-0.009856150000018715,0.009856160000026648,n00000125,n00000125,n00000125,1,1
2198,Psychology,388.26186667,388.44101926,388.26186667,0.17915259000000106,0.0,0.17915259000000106,n00000218,n00000218,n00000218,1,0
2204,Psychology,386.69444419,386.70557783,386.6944442,0.011133639999968636,1.0000007932831068e-08,0.011133629999960704,n00000056,n00000056,n00000056,1,1
2205,Psychology,381.44147069,381.44093046,381.44147069,-0.000540230000012798,0.0,-0.000540230000012798,n00000218,n00000218,n00000218,1,0
2210,Psychology,385.6745039,385.67454102,385.6745039,3.712000000177795e-05,0.0,3.712000000177795e-05,n00000219,n00000219,n00000219,1,0
2218,Psychology,377.48753799,377.48482386,377.48753799,-0.0027141300000153024,0.0,-0.0027141300000153024,n00000218,n00000218,n00000218,1,0
2223,Psychology,385.00458875,385.00993656,385.00458875,0.005347810000046138,0.0,0.005347810000046138,n00000222,n00000222,n00000222,1,0
2226,Psychology,382.21187143,382.31653107,382.21187143,0.10465964000002259,0.0,0.10465964000002259,n00000222,n00000222,n00000222,1,0
2227,Psychology,391.65423226,391.65438176,391.65423226,0.0001494999999636093,0.0,0.0001494999999636093,n00000215,n00000215,n00000215,1,0
2230,Psychology,381.73792314,381.85689312,381.73792314,0.11896997999997438,0.0,0.11896997999997438,n00000215,n00000215,n00000215,1,0
2232,Psychology,384.95012685,385.0016905,384.95012514,0.05156364999999141,-1.70999999227206e-06,0.051565359999983684,n00000078,n00000078,n00000078,1,1
2233,Psychology,387.96919186,387.96880791,387.96919186,-0.0003839500000140106,0.0,-0.0003839500000140106,n00000216,n00000216,n00000216,1,0
2237,Psychology,383.2134695,383.21121443,383.2134695,-0.0022550699999897006,0.0,-0.0022550699999897006,n00000215,n00000215,n00000215,1,0
2240,Psychology,395.27993682,395.521175,395.27993682,0.24123818000003894,0.0,0.24123818000003894,n00000222,n00000222,n00000222,1,0
2242,Psychology,394.56174828,394.56462888,394.56174828,0.0028805999999690357,0.0,0.0028805999999690357,n00000222,n00000222,n00000222,1,0
2244,Psychology,372.71684347,373.22351018,372.71686942,0.5066667099999904,2.5950000008378993e-05,0.506640759999982,n00000220,n00000222,n00000220,1,1
2248,Psychology,375.32456692,375.43059822,375.32456464,0.10603129999998373,-2.27999998969608e-06,0.10603357999997343,n00000083,n00000083,n00000083,1,1
2249,Psychology,390.08750041,390.16278187,390.08750041,0.07528145999998515,0.0,0.07528145999998515,n00000222,n00000222,n00000222,1,0
2254,Psychology,378.57309874,380.2342744,378.57309925,1.6611756600000263,5.100000066704524e-07,1.6611751500000196,n00000219,n00000219,n00000219,1,1
2258,Psychology,392.23034981,392.22805308,392.23034981,-0.0022967300000118485,0.0,-0.0022967300000118485,n00000216,n00000216,n00000216,1,0
2259,Psychology,389.54433138,389.87497004,389.54433138,0.3306386599999769,0.0,0.3306386599999769,n00000222,n00000222,n00000222,1,0
2263,Psychology,389.30176612,389.39157332,389.30176612,0.08980719999999565,0.0,0.08980719999999565,n00000221,n00000221,n00000221,1,0
2264,Psychology,377.53897827,377.53864602,377.53897803,-0.00033224999998537896,-2.399999630142702e-07,-0.0003320100000223647,n00000219,n00000219,n00000219,1,1
2267,Psychology,391.19551678,389.53953497,391.1953542,-1.6559818100000143,-0.0001625799999942501,-1.65581923000002,n00000217,n00000217,n00000217,1,1
2268,Psychology,389.35311491,390.03049255,389.35311491,0.6773776400000315,0.0,0.6773776400000315,n00000220,n00000220,n00000220,1,0
2272,Psychology,401.95872699,401.95834827,401.95872762,-0.0003787200000147095,6.299999881775875e-07,-0.0003793500000028871,n00000142,n00000142,n00000142,1,1
2273,Psychology,392.39656312,392.39656064,392.39656312,-2.4799999778224446e-06,0.0,-2.4799999778224446e-06,n00000215,n00000215,n00000215,1,0
2283,Psychology,388.56165041,387.6003586,388.56165041,-0.9612918100000343,0.0,-0.9612918100000343,n00000056,n00000143,n00000056,1,0
2286,Psychology,381.43803862,381.44314673,381.44906734,0.0051081100000374136,0.011028720000012981,-0.005920609999975568,n00000182,n00000182,n00000182,1,1
2287,Psychology,392.53978539,392.5397483,392.53978539,-3.709000003482288e-05,0.0,-3.709000003482288e-05,n00000218,n00000218,n00000218,1,0
2292,Psychology,387.84775031,387.92349516,387.84775031,0.07574485000003506,0.0,0.07574485000003506,n00000222,n00000222,n00000222,1,0
2294,Psychology,383.0878242,384.53674578,383.0878242,1.4489215799999897,0.0,1.4489215799999897,n00000215,n00000215,n00000215,1,0
2296,Psychology,388.27782015,388.27782072,388.27781935,5.6999999742402e-07,-8.000000093488779e-07,1.370000006772898e-06,n00000082,n00000082,n00000082,1,1
2297,Psychology,383.7517605,383.78800964,383.7517605,0.03624913999999535,0.0,0.03624913999999535,n00000222,n00000222,n00000222,1,0
2300,Psychology,389.6269435,389.6269435,389.61449219,0.0,-0.012451309999960358,0.012451309999960358,n00000126,n00000126,n00000126,0,1
2302,Psychology,381.01056894,381.01056894,381.00875469,0.0,-0.0018142499999953543,0.0018142499999953543,n00000040,n00000040,n00000040,0,1
2311,Psychology,380.16658039,380.21024723,380.1665804,0.04366684000001442,1.0000007932831068e-08,0.043666830000006485,n00000222,n00000222,n00000222,1,1
2312,Psychology,391.24456918,391.24560225,391.24456918,0.0010330700000054094,0.0,0.0010330700000054094,n00000222,n00000222,n00000222,1,0
2313,Psychology,387.27455775,387.26584734,387.27455774,-0.008710409999991953,-1.0000007932831068e-08,-0.00871039999998402,n00000215,n00000215,n00000215,1,1
2314,Psychology,395.69308292,395.66593189,395.69308292,-0.027151029999970433,0.0,-0.027151029999970433,n00000221,n00000221,n00000221,1,0
2322,Psychology,388.98853573,389.67018343,388.98853573,0.681647699999985,0.0,0.681647699999985,n00000216,n00000216,n00000216,1,0
2330,Psychology,379.95809908,379.97387424,379.95809967,0.015775159999975585,5.900000132896821e-07,0.015774569999962296,n00000218,n00000218,n00000218,1,1
2332,Psychology,384.67390334,384.66319433,384.67390334,-0.010709009999970931,0.0,-0.010709009999970931,n00000217,n00000217,n00000217,1,0
2335,Psychology,387.59902858,387.5990286,387.59902858,2.0000015865662135e-08,0.0,2.0000015865662135e-08,n00000082,n00000082,n00000082,1,0
2338,Psychology,384.82436961,384.93367485,384.80390198,0.10930523999996922,-0.02046763000004148,0.1297728700000107,n00000220,n00000220,n00000220,1,1
2340,Psychology,384.46859843,384.57578359,384.46859843,0.10718516000002865,0.0,0.10718516000002865,n00000222,n00000222,n00000222,1,0
2344,Psychology,388.81843886,388.80608605,388.81843886,-0.012352810000038517,0.0,-0.012352810000038517,n00000221,n00000221,n00000221,1,0
2349,Psychology,388.53496435,388.53184115,388.53496435,-0.0031232000000045446,0.0,-0.0031232000000045446,n00000215,n00000215,n00000215,1,0
2354,Psychology,393.88684315,393.91438368,393.88684315,0.02754053000001022,0.0,0.02754053000001022,n00000222,n00000222,n00000222,1,0
2356,Psychology,389.42905596,389.42905626,389.42843813,2.999999537678377e-07,-0.0006178300000101444,0.0006181299999639123,n00000040,n00000040,n00000040,1,1
2359,Psychology,377.46913863,377.46916202,377.46913863,2.339000002393732e-05,0.0,2.339000002393732e-05,n00000186,n00000186,n00000186,1,0
2367,Psychology,382.21872388,382.21830908,382.21872388,-0.0004148000000441243,0.0,-0.0004148000000441243,n00000215,n00000215,n00000215,1,0
2368,Psychology,385.15645729,385.17990091,385.15645729,0.023443620000023202,0.0,0.023443620000023202,n00000222,n00000222,n00000222,1,0
2376,Psychology,386.93069338,387.61213241,386.93069338,0.6814390300000355,0.0,0.6814390300000355,n00000215,n00000222,n00000215,1,0
2379,Psychology,383.22605989,383.21833855,383.22605989,-0.007721339999989141,0.0,-0.007721339999989141,n00000217,n00000217,n00000217,1,0
2383,Psychology,378.37056673,378.37056493,378.3705667,-1.8000000068241206e-06,-3.00000237984932e-08,-1.7699999830256274e-06,n00000219,n00000219,n00000219,1,1
2384,Psychology,381.77986611,382.1147736,381.77986611,0.33490748999997777,0.0,0.33490748999997777,n00000218,n00000218,n00000218,1,0
2390,Psychology,386.24814175,386.25250732,386.24814175,0.004365570000004482,0.0,0.004365570000004482,n00000221,n00000221,n00000221,1,0
2392,Psychology,395.84247495,395.83345678,395.84247495,-0.009018169999990278,0.0,-0.009018169999990278,n00000221,n00000221,n00000221,1,0
2399,Psychology,391.8116232,391.79258666,391.8116232,-0.019036540000001878,0.0,-0.019036540000001878,n00000221,n00000221,n00000221,1,0
2412,Psychology,388.76149613,388.76034165,388.76149613,-0.0011544800000251598,0.0,-0.0011544800000251598,n00000215,n00000215,n00000215,1,0
2414,Psychology,389.87028266,389.90118165,389.87028266,0.030898990000025606,0.0,0.030898990000025606,n00000222,n00000222,n00000222,1,0
2422,Psychology,392.39939774,392.36143162,392.39939774,-0.037966119999964576,0.0,-0.037966119999964576,n00000221,n00000221,n00000221,1,0
2423,Psychology,377.33566232,377.33032066,377.3277226,-0.005341659999999138,-0.007939719999967565,0.0025980599999684273,n00000104,n00000104,n00000104,1,1
2435,Psychology,385.57397137,385.57397032,385.57397136,-1.0499999802959792e-06,-1.0000007932831068e-08,-1.0399999723631481e-06,n00000217,n00000217,n00000217,1,1
2438,Psychology,402.04973786,402.04904853,402.00152902,-0.0006893300000001545,-0.0482088399999725,0.04751950999997234,n00000200,n00000200,n00000200,1,1
2440,Psychology,387.39370631,387.39258231,387.39370631,-0.0011240000000043437,0.0,-0.0011240000000043437,n00000217,n00000217,n00000217,1,0
2441,Psychology,391.03649901,391.0361216,391.03649265,-0.0003774099999986902,-6.35999998621628e-06,-0.0003710500000124739,n00000217,n00000217,n00000217,1,1
2443,Psychology,395.5538297,395.67369737,395.5538297,0.11986767000001919,0.0,0.11986767000001919,n00000222,n00000222,n00000222,1,0
2451,Psychology,394.41865281,394.422325,394.41865281,0.003672189999974762,0.0,0.003672189999974762,n00000222,n00000222,n00000222,1,0
2452,Psychology,384.64116959,384.68281139,384.64116959,0.04164179999997941,0.0,0.04164179999997941,n00000217,n00000217,n00000217,1,0
2454,Psychology,373.74162656,373.73700973,373.74123516,-0.004616829999974925,-0.00039140000001225417,-0.004225429999962671,n00000217,n00000217,n00000217,1,1
2468,Psychology,389.30976164,389.3096216,389.30976164,-0.0001400399999624824,0.0,-0.0001400399999624824,n00000215,n00000215,n00000215,1,0
2470,Psychology,387.94282725,387.94267481,387.94282725,-0.00015243999996528146,0.0,-0.00015243999996528146,n00000216,n00000216,n00000216,1,0
2475,Psychology,376.47975379,376.53225961,376.47975379,0.05250581999996484,0.0,0.05250581999996484,n00000220,n00000220,n00000220,1,0
2476,Psychology,393.56922345,393.54809344,393.56922345,-0.021130009999978938,0.0,-0.021130009999978938,n00000142,n00000142,n00000142,1,0
2477,Psychology,384.42082048,384.42069655,384.42082048,-0.0001239299999724608,0.0,-0.0001239299999724608,n00000216,n00000216,n00000216,1,0
2481,Psychology,373.66851498,373.6685598,373.66823389,4.482000002781206e-05,-0.0002810899999872163,0.00032591000001502834,n00000124,n00000124,n00000124,1,1
2483,Psychology,391.04819516,391.20813385,391.04819516,0.1599386900000468,0.0,0.1599386900000468,n00000222,n00000222,n00000222,1,0
2484,Psychology,396.6637222,396.64957058,396.6637222,-0.014151620000006915,0.0,-0.014151620000006915,n00000221,n00000221,n00000221,1,0
2486,Psychology,391.3229896,391.32330654,391.3229896,0.0003169399999478628,0.0,0.0003169399999478628,n00000222,n00000222,n00000222,1,0
2487,Psychology,387.82985888,388.82685094,387.82985888,0.9969920599999682,0.0,0.9969920599999682,n00000215,n00000215,n00000215,1,0
2494,Psychology,398.30522536,398.29585249,398.30522536,-0.009372869999992872,0.0,-0.009372869999992872,n00000221,n00000221,n00000221,1,0
2495,Psychology,388.22445992,388.60723872,388.22445992,0.38277879999998277,0.0,0.38277879999998277,n00000222,n00000222,n00000222,1,0
2496,Psychology,383.15388026,383.15406313,383.14969691,0.0001828700000032768,-0.004183350000005248,0.004366220000008525,n00000040,n00000040,n00000040,1,1
2498,Psychology,388.50017651,388.50699868,388.50017651,0.0068221699999639895,0.0,0.0068221699999639895,n00000222,n00000222,n00000222,1,0
2501,Psychology,380.50486456,382.10676509,380.50486456,1.601900530000023,0.0,1.601900530000023,n00000216,n00000222,n00000216,1,0
2503,Psychology,383.82421778,383.86380048,383.82421778,0.03958269999998265,0.0,0.03958269999998265,n00000219,n00000219,n00000219,1,0
2504,Psychology,392.47615249,392.46702622,392.47615249,-0.009126270000024306,0.0,-0.009126270000024306,n00000142,n00000142,n00000142,1,0
2508,Psychology,390.16996358,390.70489538,390.1699636,0.5349317999999812,2.0000015865662135e-08,0.5349317799999653,n00000222,n00000222,n00000222,1,1
2509,Psychology,388.55699071,388.55699071,388.55699071,0.0,0.0,0.0,n00000082,n00000082,n00000082,0,0
2511,Psychology,379.47661382,379.1111806,379.47660326,-0.3654332199999999,-1.0560000021087035e-05,-0.3654226599999788,n00000143,n00000143,n00000143,1,1
2513,Psychology,390.6398132,390.79748658,390.6398132,0.15767338000000564,0.0,0.15767338000000564,n00000222,n00000222,n00000222,1,0
2517,Psychology,399.53501463,399.53501463,399.53501463,0.0,0.0,0.0,n00000245,n00000245,n00000245,0,0
2520,Psychology,395.65999639,395.65895024,395.65999639,-0.0010461499999792068,0.0,-0.0010461499999792068,n00000221,n00000221,n00000221,1,0
2522,Psychology,391.9253341,391.89386561,391.9253341,-0.03146849000000884,0.0,-0.03146849000000884,n00000219,n00000219,n00000219,1,0
2526,Psychology,394.84208029,394.83822811,394.84208029,-0.0038521800000239637,0.0,-0.0038521800000239637,n00000221,n00000221,n00000221,1,0
2529,Psychology,386.68186337,386.6821214,386.68186337,0.00025803000005453214,0.0,0.00025803000005453214,n00000233,n00000233,n00000233,1,0
2531,Psychology,382.35824937,382.35794844,382.35824937,-0.0003009300000371695,0.0,-0.0003009300000371695,n00000159,n00000159,n00000159,1,0
2536,Psychology,397.44264501,397.43997373,397.44264501,-0.0026712799999586423,0.0,-0.0026712799999586423,n00000221,n00000221,n00000221,1,0
2544,Psychology,389.60686343,389.59502852,389.60686343,-0.01183490999994774,0.0,-0.01183490999994774,n00000221,n00000221,n00000221,1,0
2553,Psychology,380.06123871,380.36430421,380.0612415,0.30306550000000243,2.7899999963665323e-06,0.30306271000000606,n00000187,n00000187,n00000187,1,1
2554,Psychology,392.77846089,392.77855556,392.77846089,9.466999995311198e-05,0.0,9.466999995311198e-05,n00000222,n00000222,n00000222,1,0
2556,Psychology,385.47646137,385.44064198,385.47646137,-0.03581938999997192,0.0,-0.03581938999997192,n00000142,n00000142,n00000142,1,0
2558,Psychology,391.79577808,391.79577805,391.79577808,-2.999996695507434e-08,0.0,-2.999996695507434e-08,n00000027,n00000027,n00000027,1,0
2560,Psychology,381.84205962,382.37712435,381.84205962,0.5350647299999878,0.0,0.5350647299999878,n00000216,n00000216,n00000216,1,0
2561,Psychology,382.97894096,382.9789409,382.97894096,-5.999999075356754e-08,0.0,-5.999999075356754e-08,n00000219,n00000219,n00000219,1,0
2562,Psychology,385.46819605,385.50792518,385.46819605,0.03972912999995515,0.0,0.03972912999995515,n00000218,n00000218,n00000218,1,0
2563,Psychology,390.41063363,390.38787603,390.41063363,-0.022757600000034017,0.0,-0.022757600000034017,n00000221,n00000221,n00000221,1,0
2567,Psychology,380.02951891,380.02586763,380.02951891,-0.0036512799999854906,0.0,-0.0036512799999854906,n00000217,n00000217,n00000217,1,0
2568,Psychology,379.52425147,379.52376094,379.52425147,-0.0004905300000359603,0.0,-0.0004905300000359603,n00000219,n00000219,n00000219,1,0
2578,Psychology,394.85933585,394.85933585,394.85933585,0.0,0.0,0.0,n00000187,n00000187,n00000187,0,0
2580,Psychology,375.17525001,375.17522255,375.17519878,-2.7460000012524688e-05,-5.1229999996849074e-05,2.3769999984324386e-05,n00000183,n00000183,n00000183,1,1
2581,Psychology,384.80330083,384.85407958,384.80330083,0.05077875000000631,0.0,0.05077875000000631,n00000221,n00000221,n00000221,1,0
2584,Psychology,384.85975396,384.86758791,384.85975397,0.00783395000001974,1.0000007932831068e-08,0.007833940000011808,n00000222,n00000222,n00000222,1,1
2587,Psychology,379.23045738,379.27897113,379.23045738,0.0485137499999837,0.0,0.0485137499999837,n00000222,n00000222,n00000222,1,0
2588,Psychology,381.3007786,381.30077872,381.30067612,1.199999815071351e-07,-0.00010248000000956381,0.00010259999999107094,n00000082,n00000082,n00000082,1,1
2590,Psychology,374.46773032,374.49754069,374.60587266,0.02981037000000697,0.1381423400000017,-0.10833196999999473,n00000124,n00000124,n00000124,1,1
2592,Psychology,393.53531438,393.53529393,393.53531438,-2.044999996542174e-05,0.0,-2.044999996542174e-05,n00000215,n00000215,n00000215,1,0
2600,Psychology,391.13716089,391.13642697,391.13716089,-0.0007339200000160417,0.0,-0.0007339200000160417,n00000215,n00000215,n00000215,1,0
2602,Psychology,387.2360175,387.2360153,387.2360175,-2.19999998307685e-06,0.0,-2.19999998307685e-06,n00000219,n00000219,n00000219,1,0
2606,Psychology,383.94392951,384.165749,383.94392951,0.22181949000002987,0.0,0.22181949000002987,n00000219,n00000219,n00000219,1,0
2613,Psychology,390.87863773,390.87931312,390.87814898,0.0006753900000262547,-0.0004887499999881584,0.001164140000014413,n00000172,n00000172,n00000172,1,1
2614,Psychology,391.00206472,390.99740276,391.00206472,-0.004661960000021281,0.0,-0.004661960000021281,n00000221,n00000221,n00000221,1,0
2615,Psychology,392.51733686,392.50120557,392.51733777,-0.016131289999975706,9.09999982923182e-07,-0.01613219999995863,n00000183,n00000183,n00000183,1,1
2620,Psychology,387.60639973,388.75278031,387.60639973,1.1463805799999705,0.0,1.1463805799999705,n00000215,n00000215,n00000215,1,0
2621,Psychology,378.33211119,378.34496178,378.33167868,0.01285059000002775,-0.00043250999999600026,0.013283100000023751,n00000220,n00000220,n00000220,1,1
2624,Psychology,379.25404587,379.29708957,379.25404587,0.04304369999999835,0.0,0.04304369999999835,n00000218,n00000218,n00000218,1,0
2625,Psychology,386.41293523,386.39183107,386.41291234,-0.021104159999993044,-2.2890000025199697e-05,-0.021081269999967844,n00000221,n00000221,n00000221,1,1
2639,Psychology,377.13543527,377.1353759,377.13543527,-5.937000003086723e-05,0.0,-5.937000003086723e-05,n00000219,n00000219,n00000219,1,0
2643,Psychology,390.01574582,390.0549009,390.01574581,0.03915508000000045,-1.0000007932831068e-08,0.039155090000008386,n00000222,n00000222,n00000222,1,1
2653,Psychology,385.72100638,385.71571491,385.72100639,-0.005291470000031495,1.0000007932831068e-08,-0.005291480000039428,n00000221,n00000221,n00000221,1,1
2654,Psychology,381.50243721,381.50243697,381.50243645,-2.399999630142702e-07,-7.599999776175537e-07,5.200000146032835e-07,n00000027,n00000027,n00000027,1,1
2664,Psychology,378.08761527,378.08869103,378.08748353,0.0010757599999919876,-0.00013174000002891262,0.0012075000000209002,n00000195,n00000195,n00000195,1,1
2665,Psychology,387.19924706,387.19689033,387.19924705,-0.0023567300000308933,-1.0000007932831068e-08,-0.0023567200000229604,n00000218,n00000218,n00000218,1,1
2670,Psychology,394.48964441,394.49114103,394.48964441,0.001496620000011717,0.0,0.001496620000011717,n00000216,n00000216,n00000216,1,0
2672,Psychology,387.17522155,387.15015863,387.17522155,-0.025062919999982114,0.0,-0.025062919999982114,n00000216,n00000216,n00000216,1,0
2675,Psychology,397.38249048,397.38381142,397.38249048,0.0013209399999709603,0.0,0.0013209399999709603,n00000222,n00000222,n00000222,1,0
2678,Psychology,382.74583248,382.7508569,382.74583248,0.00502441999998382,0.0,0.00502441999998382,n00000221,n00000221,n00000221,1,0
2679,Psychology,380.24424747,380.25748238,380.24424747,0.013234909999994215,0.0,0.013234909999994215,n00000222,n00000222,n00000222,1,0
2684,Psychology,390.20034477,390.194123,390.20034964,-0.006221770000024662,4.869999997936247e-06,-0.0062266400000225985,n00000245,n00000245,n00000245,1,1
2687,Psychology,391.35830099,391.35786301,391.35830099,-0.0004379799999583156,0.0,-0.0004379799999583156,n00000142,n00000142,n00000142,1,0
2695,Psychology,387.77469195,387.74335331,387.77447496,-0.031338640000001305,-0.0002169899999557856,-0.03112165000004552,n00000217,n00000217,n00000217,1,1
2696,Psychology,386.46972459,386.46972398,386.46564471,-6.099999723119254e-07,-0.004079880000006142,0.00407927000003383,n00000234,n00000234,n00000234,1,1
2697,Psychology,379.89621453,379.89309178,379.89437512,-0.0031227499999886277,-0.0018394100000023172,-0.0012833399999863104,n00000078,n00000078,n00000078,1,1
2702,Psychology,390.15210301,390.15216566,390.15210301,6.264999996119514e-05,0.0,6.264999996119514e-05,n00000082,n00000082,n00000082,1,0
2703,Psychology,418.23521149,418.23521149,418.23521149,0.0,0.0,0.0,n00000234,n00000234,n00000234,0,0
2704,Psychology,389.49058025,389.48993094,389.49057999,-0.0006493099999715923,-2.599999788799323e-07,-0.0006490499999927124,n00000151,n00000151,n00000151,1,1
2705,Psychology,391.72358888,391.72380914,391.72358888,0.00022025999999186752,0.0,0.00022025999999186752,n00000246,n00000246,n00000246,1,0
2707,Psychology,390.30737395,390.30737077,390.30737436,-3.1800000215298496e-06,4.099999841855606e-07,-3.5900000057154102e-06,n00000217,n00000217,n00000217,1,1
2709,Psychology,387.38660554,387.38640666,387.38666746,-0.00019888000002765693,6.192000000737607e-05,-0.000260800000035033,n00000217,n00000217,n00000217,1,1
2711,Psychology,392.06429192,392.03969701,392.06429192,-0.0245949100000189,0.0,-0.0245949100000189,n00000215,n00000215,n00000215,1,0
2712,Psychology,395.58644654,395.58426275,395.58644654,-0.0021837900000036825,0.0,-0.0021837900000036825,n00000215,n00000215,n00000215,1,0
2721,Psychology,379.06569575,379.05974623,379.07244447,-0.005949520000001485,0.006748720000018693,-0.012698240000020178,n00000183,n00000183,n00000183,1,1
2723,Psychology,386.0565217,386.07830843,386.0565217,0.021786729999973886,0.0,0.021786729999973886,n00000222,n00000222,n00000222,1,0
2729,Psychology,384.32057417,384.3205849,384.32038036,1.0729999985414906e-05,-0.0001938099999847509,0.0002045399999701658,n00000172,n00000172,n00000172,1,1
