snapshot_id,node_id,label,depth,n,k,observed_sep,site_null_p50,site_null_p95,q_site,site_reach_pct,site_accept_pct,defl_dims,defl_null_p50,defl_null_p95,q_deflated,defl_reach_pct,defl_accept_pct,cert_site_p95,cert_deflated_p95,trunk_member,feasibility,reps
"20260909_163710_Headless_Run_Auto_ge","n00000011","Math",1,895,2,0.035318,0.017180,0.018504,0.0000,100.0,0.0,1,0.016012,0.017182,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000012","Physics",1,876,2,0.026258,0.023761,0.025973,0.0400,100.0,18.3,1,0.021000,0.022747,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000003","Law",1,705,2,0.029103,0.025062,0.027237,0.0000,100.0,53.7,1,0.024751,0.027518,0.0067,100.0,44.7,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000008","Other",1,558,4,0.044352,0.017002,0.018530,0.0000,100.0,0.0,3,0.014249,0.016206,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000013","Computer science",1,556,3,0.034415,0.019918,0.021866,0.0000,100.0,0.0,2,0.018059,0.020268,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000010","Economics",1,548,4,0.049463,0.019863,0.022347,0.0000,100.0,0.3,3,0.016269,0.018107,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000015","Engineering",1,519,3,0.046533,0.022988,0.025091,0.0000,100.0,6.3,2,0.021245,0.023421,0.0000,100.0,0.3,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000014","Philosophy",1,388,2,0.030606,0.018950,0.021933,0.0000,100.0,0.7,1,0.018212,0.021875,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000007","History",1,312,4,0.042981,0.020767,0.023236,0.0000,100.0,0.7,3,0.018500,0.020998,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000018","Emergent Concept #3",2,547,4,0.045459,0.019543,0.021218,0.0000,100.0,0.0,3,0.018979,0.020529,0.0000,100.0,0.0,true,true,true,OK,300
"20260909_163710_Headless_Run_Auto_ge","n00000126","Emergent Concept #111",2,216,2,0.025955,0.019621,0.023014,0.0000,100.0,1.3,1,0.019351,0.021960,0.0000,100.0,0.0,true,true,true,OK,300
